track_name,artist(s)_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,key,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,cover_url
Golden Hour,Silver Lines,2,2005,7,26,5056,71,355679789,75,132,78,192,72.0,140,A#,Major,3,29,82,34,44,39,5,Not Found
Beyond the Horizon,Silver Lines,2,2011,1,12,2143,32,116425559,110,28,131,118,116.0,106,G,Minor,0,50,32,32,56,8,47,Not Found
Blinding Lights,The Soundcasters,2,2010,2,7,5548,119,881658109,50,181,100,20,41.0,124,D,Minor,68,21,31,38,86,100,51,Not Found
Silent Echo,Lunar Drift,1,2020,7,22,7049,103,98268114,106,171,89,103,,141,C#,Minor,81,10,98,69,77,10,94,Not Found
Echoing Voices,Neon Hearts,2,2021,11,6,6550,7,426449675,60,24,115,131,91.0,104,A#,Major,42,94,51,1,35,50,22,Not Found
Through the Shadows,Lunar Drift,1,2012,6,4,4593,108,420670051,144,94,66,136,84.0,190,C,Major,59,47,74,43,77,69,20,Not Found
Waves of Time,Aurora,1,2019,9,25,3290,25,700071553,79,6,32,59,136.0,66,D,Major,81,94,17,59,6,5,5,Not Found
Lost in the Stars,Neon Hearts,2,2002,8,11,3301,105,668802408,138,182,20,134,,108,E,Major,21,3,73,47,88,13,80,Not Found
Blinding Lights,Golden Skies,2,2006,5,3,1422,109,684304708,18,55,4,76,,74,C,Major,25,27,29,80,27,92,71,Not Found
Beyond the Horizon,The Vibes,4,2018,8,12,479,181,174591661,40,13,95,111,15.0,82,E,Major,52,83,19,62,91,15,80,Not Found
Waves of Time,Dreamweavers,2,2016,2,7,2517,48,940763398,36,149,142,78,,155,E,Minor,6,59,89,78,30,33,100,Not Found
Beyond the Horizon,The Echoes,2,2000,6,24,7930,11,824518045,39,173,65,51,,178,C#,Major,30,4,87,95,91,68,43,Not Found
Neon Reflections,The Echoes,3,2010,9,27,4107,50,511843839,49,196,77,143,,99,C,Major,8,92,71,81,76,88,86,Not Found
Stellar Glow,Dreamweavers,4,2015,4,7,5938,186,701549869,84,128,102,38,36.0,189,E,Minor,45,62,13,59,94,94,93,Not Found
Rise and Shine,The Wanderers,4,2017,7,15,413,113,73261561,14,197,30,30,,122,B,Major,36,7,51,40,85,81,74,Not Found
Neon Reflections,Velvet Echo,1,2006,3,22,5427,165,382297942,33,74,137,97,13.0,86,G,Minor,8,88,31,55,25,32,60,Not Found
Fading Lights,The Echoes,4,2021,1,22,297,129,377631547,92,157,98,44,113.0,168,F,Major,15,35,62,46,27,32,84,Not Found
Stellar Glow,The Wildfires,5,2018,5,17,5363,119,347231713,60,171,89,64,,130,A,Major,67,59,91,16,9,27,0,Not Found
Lost in the Stars,Stellar Waves,2,2001,12,25,6818,86,359048679,97,81,50,96,,173,F,Minor,57,7,68,43,82,2,80,Not Found
Silent Echo,Midnight Skies,2,2019,9,15,2629,135,516610198,108,40,110,84,116.0,89,A#,Major,26,42,14,42,91,82,43,Not Found
Echoing Voices,Night Breeze,5,2009,7,13,1874,175,200631514,65,103,55,23,103.0,161,E,Major,61,15,84,92,90,91,84,Not Found
Endless Journey,Night Breeze,5,2015,6,9,1390,50,903806561,24,134,104,35,23.0,88,F,Major,68,19,10,16,84,68,4,Not Found
Lost in the Stars,Silver Lines,4,2014,6,11,7171,108,325119274,10,10,137,34,,108,G,Major,42,57,19,37,81,41,46,Not Found
Fading Lights,Solar Glow,2,2011,6,18,5204,3,373214500,95,21,31,140,105.0,117,B,Major,76,16,61,34,71,11,94,Not Found
Rhythms of the Night,The Soundcasters,1,2001,5,4,1179,168,868389533,52,34,69,121,,74,A#,Major,64,41,90,19,10,1,51,Not Found
Rise and Shine,The Vibes,2,2014,9,12,5752,169,67918288,113,176,82,142,,96,D,Minor,89,54,38,13,49,94,7,Not Found
Sunset Boulevard,Night Breeze,3,2014,1,10,5664,118,281891413,86,186,120,135,,141,A,Minor,10,43,31,75,67,51,87,Not Found
Crystal Clear,The Wildfires,3,2002,3,27,3642,76,712822433,48,107,139,165,,123,E,Major,29,88,85,57,17,62,23,Not Found
Endless Journey,Stellar Waves,3,2006,4,24,6692,140,516641713,77,85,50,30,,99,E,Minor,58,73,43,1,9,25,15,Not Found
Stellar Glow,The Shifters,1,2009,4,24,7117,128,160201559,17,167,99,119,,166,B,Minor,89,15,81,44,44,41,5,Not Found
Heartbeats in Silence,Neon Hearts,2,2003,3,13,4674,154,671258648,46,143,28,7,,120,A#,Major,83,96,51,39,0,48,78,Not Found
Echoing Voices,Aurora,1,2001,9,26,7894,111,219079458,26,114,56,134,,76,A,Minor,24,54,86,9,10,83,99,Not Found
Through the Shadows,Blue Moon,3,2016,12,10,7765,28,299356301,107,170,93,97,,173,B,Major,90,95,51,43,29,48,17,Not Found
Stellar Glow,The Wildfires,2,2013,9,14,1298,39,973129717,63,75,102,111,,179,F,Minor,97,35,71,11,11,6,30,Not Found
Blinding Lights,Stellar Waves,1,2002,4,19,204,34,659458356,66,138,102,167,,131,F,Major,65,92,86,60,29,5,70,Not Found
Endless Journey,Echo Dreamers,4,2016,9,1,1219,111,600677411,100,103,88,143,,63,A,Major,23,5,92,43,0,79,45,Not Found
Neon Reflections,Ocean Souls,2,2000,1,27,2576,8,423247201,33,34,107,97,70.0,174,B,Minor,25,39,91,55,81,54,7,Not Found
Waves of Time,Silver Lines,5,2021,4,6,5269,51,859175712,80,165,107,0,,196,A,Major,91,63,1,68,18,90,99,Not Found
Silent Echo,Golden Skies,1,2006,1,14,3825,149,423179796,82,139,107,129,8.0,134,C,Major,79,50,94,38,60,2,93,Not Found
Fading Lights,The Echoes,5,2017,4,15,1886,179,18350589,113,152,91,174,120.0,60,A,Major,91,10,21,93,41,47,33,Not Found
Beyond the Horizon,Aurora,1,2010,2,5,3529,191,739099706,16,115,82,3,110.0,109,D,Minor,66,90,74,15,72,68,32,Not Found
Heartbeats in Silence,The Echoes,2,2002,10,9,1402,20,455708768,75,57,20,124,,123,G,Minor,90,82,6,48,56,98,37,Not Found
Crystal Clear,Crystal Sands,1,2013,11,5,5794,44,26020372,119,98,124,171,,166,C,Major,63,28,96,91,62,14,90,Not Found
Into the Night,Solar Glow,1,2004,7,11,4448,49,739066729,1,148,26,31,39.0,81,A#,Minor,87,23,96,5,84,96,5,Not Found
Endless Journey,Echo Dreamers,4,2012,4,24,1817,62,445536249,9,195,135,53,150.0,125,B,Minor,57,73,11,93,93,31,48,Not Found
Waves of Time,Dreamweavers,5,2014,1,27,599,52,228312475,2,157,41,0,5.0,187,G,Minor,4,55,7,84,89,60,66,Not Found
Endless Journey,Dreamweavers,1,2007,9,22,3060,198,573465554,10,153,35,25,32.0,67,C#,Major,87,78,37,43,23,66,94,Not Found
Chasing Dreams,The Soundcasters,4,2023,5,10,1796,58,914846687,21,157,107,146,5.0,97,G,Minor,53,14,8,20,38,71,49,Not Found
Eternal Glow,Neon Hearts,2,2021,11,2,7290,131,721070282,36,78,149,191,23.0,147,G,Minor,0,76,81,87,46,32,91,Not Found
Lost in the Stars,Crystal Sands,5,2000,12,16,6896,16,303933196,10,137,63,27,80.0,173,C#,Major,87,13,71,37,72,23,32,Not Found
Lost in the Stars,Silver Lines,3,2005,5,1,3414,168,892115339,105,186,12,187,,140,E,Minor,65,46,99,67,16,99,48,Not Found
Echoing Voices,Golden Skies,4,2013,12,2,4066,70,790139452,30,118,123,71,,134,A#,Major,63,8,30,85,1,7,66,Not Found
Eternal Glow,Silver Lines,2,2004,3,7,2057,129,219224337,123,40,142,39,134.0,183,G,Major,32,30,69,72,56,3,29,Not Found
Chasing Dreams,Stellar Waves,4,2008,7,6,6314,164,84655069,88,186,108,180,46.0,111,C#,Minor,82,74,57,84,64,92,5,Not Found
Lost in the Stars,Ocean Souls,1,2003,2,24,3212,89,27232844,146,135,8,12,147.0,118,E,Minor,77,13,13,67,1,51,95,Not Found
Fading Lights,Lunar Drift,2,2015,6,10,6752,159,551867984,137,85,66,33,,109,C,Minor,74,41,21,23,69,14,82,Not Found
Into the Night,Aurora,2,2021,2,4,1165,158,691799041,82,111,130,62,,66,E,Minor,6,50,19,39,1,100,35,Not Found
Endless Journey,Lunar Drift,5,2016,5,16,7326,130,935844139,106,157,59,192,,136,B,Major,14,100,35,42,12,1,2,Not Found
Into the Night,Echo Dreamers,3,2004,9,18,1984,103,390263692,120,136,118,11,22.0,170,E,Minor,34,37,28,73,34,25,17,Not Found
Crystal Clear,Night Breeze,5,2013,3,9,2487,65,610955531,39,32,10,175,50.0,81,C#,Major,100,63,59,64,13,28,28,Not Found
Eternal Glow,Blue Moon,1,2004,10,2,492,116,174118453,105,5,105,97,82.0,68,B,Major,56,79,11,30,48,74,67,Not Found
Silent Echo,The Wanderers,5,2008,12,3,4874,138,969973412,140,49,104,154,111.0,136,A,Major,18,48,64,54,22,6,5,Not Found
Sunset Boulevard,Echo Dreamers,3,2023,12,16,3187,33,206398556,70,122,116,176,100.0,66,F,Major,51,9,54,45,4,12,90,Not Found
Blinding Lights,Blue Moon,4,2018,8,23,6949,51,598459892,136,12,40,51,20.0,192,C,Minor,35,8,65,90,43,62,14,Not Found
Fading Lights,Lunar Drift,1,2015,1,1,6657,140,608576564,103,165,131,184,,148,F,Minor,54,75,78,63,12,1,5,Not Found
Stellar Glow,Ocean Souls,5,2002,4,8,2322,163,472781998,128,38,54,42,,182,B,Minor,90,7,59,6,27,24,59,Not Found
Heartbeats in Silence,Lunar Drift,2,2018,4,19,1006,163,388331144,92,24,48,54,,122,E,Major,64,19,97,17,4,2,75,Not Found
Stellar Glow,Neon Hearts,2,2014,1,16,948,186,437718848,133,199,72,71,93.0,134,B,Minor,36,19,46,9,88,65,80,Not Found
Into the Night,The Shifters,4,2004,11,11,2013,56,738899171,52,21,129,198,11.0,138,G,Major,31,45,80,51,87,55,99,Not Found
Lost in the Stars,Golden Skies,1,2009,7,24,2413,181,88287939,78,17,15,117,32.0,72,F,Minor,92,48,30,68,11,69,22,Not Found
Fading Lights,Neon Hearts,2,2014,8,2,7452,193,64057918,146,39,100,112,,138,C#,Minor,58,35,30,26,26,65,21,Not Found
Blinding Lights,The Wildfires,1,2016,2,4,1211,125,279969783,19,85,132,168,75.0,71,A#,Minor,32,60,91,1,97,8,94,Not Found
Neon Reflections,Solar Glow,4,2017,1,26,2033,16,260616855,103,92,87,2,22.0,196,A#,Minor,7,45,69,71,81,97,49,Not Found
Dreaming Awake,The Wildfires,3,2007,10,16,1068,28,33034001,16,76,17,44,30.0,194,F,Major,77,70,61,54,69,45,92,Not Found
Silent Echo,Aurora,5,2001,11,18,6459,92,462737435,37,15,25,40,,122,G,Minor,86,68,75,11,73,53,26,Not Found
Heartbeats in Silence,Stellar Waves,5,2013,10,22,4106,121,184240910,138,7,112,77,,139,A#,Major,27,93,46,9,48,66,69,Not Found
Eternal Glow,Midnight Skies,3,2006,6,11,6466,111,552266461,103,194,116,130,,167,C,Minor,97,0,20,62,97,51,46,Not Found
Beyond the Horizon,The Vibes,3,2000,12,19,5042,79,107526367,73,67,142,164,,122,E,Minor,96,21,11,77,71,42,97,Not Found
Endless Journey,The Wildfires,5,2017,5,12,6861,142,321822333,108,161,140,150,122.0,178,B,Major,73,10,54,6,23,17,62,Not Found
Eternal Glow,Stellar Waves,2,2012,5,15,5283,189,603708992,12,10,139,106,,155,A,Minor,81,76,40,82,59,48,64,Not Found
Blinding Lights,Stellar Waves,1,2001,11,17,219,184,293833509,38,156,130,181,,124,F,Minor,25,29,86,52,8,49,90,Not Found
Fading Lights,The Shifters,3,2003,9,21,81,32,158259745,18,99,115,152,122.0,130,B,Major,75,61,70,86,85,45,31,Not Found
Fading Lights,Aurora,4,2005,5,14,6298,112,846425968,56,3,73,101,51.0,146,A#,Minor,26,41,38,63,61,54,22,Not Found
Heartbeats in Silence,The Wanderers,3,2002,8,5,5413,169,342293903,47,69,129,175,48.0,136,F,Minor,41,63,12,4,40,22,43,Not Found
Whispers of the Wind,Blue Moon,4,2014,9,25,906,163,567425171,110,28,146,17,,197,A,Minor,92,7,29,81,84,91,39,Not Found
Heartbeats in Silence,Crystal Sands,3,2006,9,12,1193,132,956924878,135,157,18,83,,117,A,Minor,64,12,27,25,23,42,61,Not Found
Lost in the Stars,Night Breeze,4,2018,2,10,4834,146,245623375,137,56,127,144,134.0,80,C#,Minor,14,100,13,72,48,95,98,Not Found
Golden Hour,Aurora,3,2002,9,17,1067,124,597744750,94,25,16,126,,100,E,Minor,54,96,100,78,67,18,97,Not Found
Beyond the Horizon,The Vibes,3,2000,11,20,3225,28,2546897,44,173,150,156,139.0,144,A#,Major,55,21,2,48,8,31,39,Not Found
Dreaming Awake,Stellar Waves,5,2017,10,8,3673,194,172943097,133,191,125,113,121.0,68,A#,Major,15,30,59,26,28,38,46,Not Found
Stellar Glow,Mystic Tides,4,2001,8,22,7853,31,768853186,131,117,20,143,130.0,109,B,Major,40,89,5,27,22,9,91,Not Found
Blinding Lights,Silver Lines,4,2006,2,4,4236,133,527715504,103,123,129,154,,102,B,Minor,35,27,27,90,53,61,43,Not Found
Eternal Glow,Velvet Echo,3,2015,11,7,4594,165,712587114,77,88,117,39,,167,A#,Minor,88,66,14,23,1,4,12,Not Found
Through the Shadows,The Echoes,2,2018,3,17,6188,58,480775835,71,165,59,127,,68,G,Minor,40,27,18,92,96,83,14,Not Found
Through the Shadows,Lunar Drift,5,2007,9,13,4363,95,916051583,147,53,80,171,,190,F,Minor,17,34,98,22,58,74,33,Not Found
Beyond the Horizon,Solar Glow,5,2021,7,22,6580,79,37100268,11,29,35,93,,73,E,Major,69,23,100,93,92,12,26,Not Found
Lost in the Stars,The Soundcasters,4,2005,10,6,1669,95,380333193,146,83,41,153,14.0,109,D,Major,20,37,53,26,15,22,43,Not Found
Beyond the Horizon,Stellar Waves,3,2006,1,26,2839,25,330709989,124,114,81,180,88.0,74,B,Minor,53,6,54,94,97,65,33,Not Found
Golden Hour,Lunar Drift,1,2002,8,13,6745,74,332522381,90,176,102,80,,68,A#,Major,54,75,38,19,16,12,99,Not Found
Golden Hour,The Echoes,3,2013,3,6,3614,197,392568164,75,132,27,0,21.0,116,C,Major,79,89,5,67,100,45,20,Not Found
Dreaming Awake,Silver Lines,5,2019,8,26,7063,35,39236993,140,161,78,166,,82,F,Major,44,93,79,1,13,77,86,Not Found
Sunset Boulevard,The Vibes,2,2014,5,24,4911,119,633100831,94,83,75,106,35.0,144,B,Minor,60,98,77,62,72,46,28,Not Found
Endless Journey,Golden Skies,1,2001,6,5,581,48,300667946,122,163,128,167,55.0,81,C,Major,29,9,21,90,62,95,2,Not Found
Crystal Clear,The Shifters,3,2022,11,21,694,172,670209421,49,167,150,135,42.0,103,D,Minor,75,66,25,99,55,36,66,Not Found
Eternal Glow,Stellar Waves,5,2023,8,9,6045,112,527855920,34,76,17,126,88.0,159,C#,Major,1,2,44,81,24,92,12,Not Found
Crystal Clear,Mystic Tides,5,2019,9,2,1661,68,771849519,37,108,28,100,61.0,95,A,Minor,12,63,94,82,46,11,27,Not Found
Golden Hour,Midnight Skies,4,2008,8,19,3121,22,787697480,33,162,36,70,128.0,173,D,Major,23,5,58,96,39,17,67,Not Found
Whispers of the Wind,The Wanderers,5,2003,11,21,3551,191,1563210,91,151,44,14,,199,C,Major,18,22,4,85,99,14,89,Not Found
Echoing Voices,Aurora,2,2000,12,14,1684,83,781067067,87,39,145,106,66.0,158,A,Minor,15,94,9,28,78,75,13,Not Found
Beyond the Horizon,Golden Skies,3,2022,7,23,5983,69,121275783,107,90,119,157,,167,C#,Minor,6,96,85,49,53,50,6,Not Found
Rise and Shine,Silver Lines,4,2007,7,18,4032,95,124342531,137,46,130,32,,116,C#,Minor,13,26,64,53,30,61,60,Not Found
Echoing Voices,Ocean Souls,1,2016,5,21,441,161,33588637,26,21,129,92,11.0,120,E,Major,20,32,74,42,21,91,2,Not Found
Into the Night,The Wildfires,2,2002,9,27,1263,180,261001059,145,172,36,167,79.0,89,G,Minor,92,47,92,68,97,70,41,Not Found
Rhythms of the Night,Lunar Drift,2,2007,3,8,4793,185,40738372,93,127,131,98,,105,E,Minor,44,10,56,94,7,82,33,Not Found
Neon Reflections,Ocean Souls,5,2021,1,25,1324,73,545831675,44,37,39,189,10.0,194,C#,Minor,34,74,40,59,73,13,46,Not Found
Into the Night,Midnight Skies,5,2002,5,18,2380,156,370711628,71,77,145,154,101.0,198,F,Major,84,29,1,75,89,77,85,Not Found
Crystal Clear,Ocean Souls,3,2004,12,9,822,117,493075575,14,116,57,25,127.0,72,E,Major,99,52,70,89,96,91,46,Not Found
Fading Lights,Blue Moon,1,2021,7,8,6588,159,683872093,62,101,43,74,5.0,164,G,Major,62,36,17,93,62,33,50,Not Found
Into the Night,The Wanderers,4,2014,7,13,2689,11,518014116,132,180,8,134,117.0,68,B,Major,10,57,29,34,77,65,79,Not Found
Rise and Shine,Ocean Souls,1,2016,6,12,976,76,107385771,123,184,8,177,,124,B,Major,14,55,96,77,43,11,72,Not Found
Endless Journey,The Wanderers,1,2006,1,15,6785,52,275179089,65,49,147,195,,191,B,Minor,7,23,7,43,24,40,87,Not Found
Lost in the Stars,Silver Lines,5,2022,12,13,532,183,305112562,31,151,78,95,,68,C#,Major,83,77,23,21,96,91,5,Not Found
Waves of Time,Blue Moon,4,2007,9,15,2380,124,515960132,6,34,131,39,124.0,146,D,Minor,11,5,75,94,46,32,43,Not Found
Endless Journey,Night Breeze,2,2011,6,26,5676,81,537852803,64,82,72,72,2.0,138,F,Major,16,7,10,53,5,86,91,Not Found
Chasing Dreams,The Echoes,3,2005,2,27,1803,128,892178620,2,86,30,45,,184,C,Major,35,94,36,18,57,16,21,Not Found
Through the Shadows,Lunar Drift,5,2008,6,25,233,31,629347362,52,77,1,10,,67,B,Minor,21,67,12,10,29,91,16,Not Found
Dreaming Awake,Midnight Skies,5,2001,9,25,3958,110,496585958,85,25,33,189,140.0,172,E,Minor,43,91,82,93,6,29,41,Not Found
Into the Night,Midnight Skies,1,2003,11,14,1726,69,370964516,79,118,84,165,48.0,149,E,Minor,95,42,53,47,18,68,59,Not Found
Rise and Shine,Solar Glow,5,2010,1,3,2884,26,671476685,57,180,25,5,81.0,62,A#,Minor,56,25,80,29,51,28,79,Not Found
Rhythms of the Night,Velvet Echo,4,2004,10,3,4920,197,575864355,108,34,56,114,,146,G,Major,68,25,48,61,55,90,43,Not Found
Sunset Boulevard,The Vibes,1,2016,10,7,7638,52,281152851,64,194,15,37,138.0,171,A,Minor,72,100,93,14,6,7,72,Not Found
Crystal Clear,Solar Glow,4,2021,5,15,6256,117,663902238,9,48,139,117,,61,G,Minor,51,90,52,15,58,22,62,Not Found
Crystal Clear,The Vibes,3,2014,6,15,302,46,516842995,84,162,13,188,23.0,124,A,Major,12,24,60,1,0,1,77,Not Found
Heartbeats in Silence,Crystal Sands,4,2016,1,21,4977,13,632798946,5,82,1,155,97.0,79,F,Major,51,83,2,66,80,12,29,Not Found
Silent Echo,Crystal Sands,3,2020,6,16,6719,77,859977641,147,23,12,104,,64,A,Major,91,70,81,58,38,47,9,Not Found
Chasing Dreams,Golden Skies,1,2014,5,7,5357,53,261398303,47,69,40,193,17.0,145,C,Major,41,71,2,21,82,90,8,Not Found
Through the Shadows,Echo Dreamers,5,2010,10,21,2478,119,139086909,110,132,54,120,,198,B,Minor,77,97,60,25,50,5,22,Not Found
Heartbeats in Silence,Neon Hearts,3,2001,2,8,2557,192,822107130,54,186,92,92,,95,F,Minor,92,18,56,3,47,93,67,Not Found
Heartbeats in Silence,The Echoes,4,2003,5,20,3752,199,870083832,48,18,145,84,,98,B,Minor,36,40,62,87,20,95,35,Not Found
Golden Hour,Midnight Skies,1,2001,12,1,4962,194,687247744,3,146,112,25,,199,D,Major,57,58,74,43,53,48,65,Not Found
Fading Lights,The Vibes,5,2004,1,15,5300,173,377982796,147,96,19,113,99.0,91,B,Major,61,85,97,30,15,33,69,Not Found
Golden Hour,Solar Glow,1,2001,8,18,1304,48,137520503,96,39,6,89,,109,A,Minor,87,36,25,47,0,51,36,Not Found
Into the Night,Silver Lines,2,2019,2,6,3009,53,67732991,71,103,41,200,,164,A#,Major,37,51,9,23,22,53,56,Not Found
Echoing Voices,Stellar Waves,5,2007,3,9,4190,178,657535689,0,9,131,187,40.0,91,B,Minor,44,44,12,28,59,36,9,Not Found
Whispers of the Wind,Velvet Echo,3,2023,2,2,1215,6,561544151,59,13,25,12,,133,E,Minor,38,58,77,47,3,39,44,Not Found
Through the Shadows,Night Breeze,1,2013,2,17,5013,103,247083836,43,104,17,181,,168,A,Major,23,96,40,78,17,11,18,Not Found
Neon Reflections,Aurora,4,2000,1,13,6772,110,703848593,3,90,74,168,,192,C#,Minor,24,56,16,75,36,15,44,Not Found
Echoing Voices,Lunar Drift,4,2006,6,3,4695,31,108148244,127,14,94,158,85.0,173,F,Major,68,63,71,35,17,51,78,Not Found
Stellar Glow,The Shifters,3,2000,4,18,175,123,251056391,12,26,43,75,,60,A#,Major,29,66,75,100,24,45,38,Not Found
Beyond the Horizon,Velvet Echo,1,2006,3,24,4094,69,749189725,106,194,132,36,119.0,89,B,Minor,36,31,62,53,12,82,90,Not Found
Stellar Glow,Dreamweavers,5,2007,1,6,3338,64,695474693,42,102,88,75,19.0,175,E,Minor,35,98,16,80,7,85,23,Not Found
Dreaming Awake,Lunar Drift,3,2006,10,26,5551,12,113300923,61,155,16,161,6.0,171,A#,Major,42,85,21,79,49,21,87,Not Found
Into the Night,Solar Glow,5,2014,7,6,7346,138,242883497,100,178,45,100,94.0,80,G,Minor,26,9,0,28,29,4,14,Not Found
Neon Reflections,Night Breeze,5,2000,10,1,2946,71,23511352,70,94,31,96,1.0,193,G,Major,100,85,89,19,50,2,26,Not Found
Rise and Shine,Blue Moon,5,2017,3,14,6536,6,133012366,111,1,115,103,,179,F,Major,92,91,76,5,83,48,25,Not Found
Crystal Clear,The Shifters,1,2003,6,10,2166,40,276088766,5,52,14,3,,101,A,Major,66,10,17,25,80,93,32,Not Found
Eternal Glow,Golden Skies,1,2000,3,1,1911,125,608840690,13,72,124,142,,140,A#,Minor,65,19,93,53,95,24,63,Not Found
Through the Shadows,Velvet Echo,1,2016,11,28,146,63,320878522,39,24,107,139,,194,E,Major,18,34,76,71,39,69,56,Not Found
Sunset Boulevard,The Wildfires,5,2001,6,12,4394,177,352683460,2,158,81,140,69.0,183,C#,Major,57,40,31,14,99,30,44,Not Found
Through the Shadows,Silver Lines,3,2011,9,22,1138,32,135208911,82,107,65,141,,133,C#,Major,68,87,54,49,15,77,58,Not Found
Whispers of the Wind,The Echoes,4,2009,8,2,2845,154,291575242,26,182,6,0,136.0,128,G,Major,89,96,68,14,58,35,31,Not Found
Endless Journey,Solar Glow,1,2005,4,17,5588,6,901729355,132,162,117,3,,66,F,Major,50,16,80,54,0,21,68,Not Found
Into the Night,Echo Dreamers,1,2018,7,14,4207,130,843175458,7,14,51,59,,126,G,Minor,20,6,47,47,12,96,4,Not Found
Echoing Voices,Aurora,1,2000,1,25,462,77,972405558,49,151,1,147,33.0,93,F,Minor,75,24,83,21,55,25,39,Not Found
Blinding Lights,The Shifters,4,2008,2,19,5759,79,447447508,94,18,142,111,76.0,170,E,Minor,16,64,94,77,87,66,77,Not Found
Beyond the Horizon,The Echoes,2,2012,5,3,5891,70,777297756,51,42,94,115,,119,C#,Major,81,49,60,21,67,32,51,Not Found
Whispers of the Wind,Stellar Waves,3,2004,10,4,2224,148,913592498,48,35,75,85,,66,C#,Major,28,76,81,30,45,91,45,Not Found
Lost in the Stars,Neon Hearts,4,2009,4,9,3761,128,2950817,38,93,87,186,,75,F,Major,65,98,38,82,72,82,75,Not Found
Beyond the Horizon,The Soundcasters,2,2011,9,11,2996,115,22666981,8,192,101,163,99.0,144,B,Major,73,89,97,92,6,91,96,Not Found
Echoing Voices,Mystic Tides,3,2000,10,19,5198,191,15422444,97,142,113,140,,123,C#,Minor,23,93,7,79,14,46,91,Not Found
Crystal Clear,The Soundcasters,1,2019,6,4,4022,128,180037718,137,162,105,143,,60,D,Minor,12,47,32,25,32,8,19,Not Found
Whispers of the Wind,Solar Glow,4,2012,7,15,4701,80,208749640,47,47,116,85,53.0,75,A#,Major,96,44,75,59,3,29,41,Not Found
Chasing Dreams,Blue Moon,5,2006,11,11,6390,34,390208259,96,58,70,73,,150,A,Minor,40,73,21,50,81,80,4,Not Found
Rhythms of the Night,The Shifters,4,2008,8,9,1264,39,366757110,119,167,126,141,,91,F,Minor,20,70,95,60,97,17,45,Not Found
Dreaming Awake,Mystic Tides,5,2012,6,23,2208,182,997278017,144,10,137,50,,150,C,Minor,91,55,19,1,94,34,76,Not Found
Echoing Voices,Mystic Tides,1,2012,10,1,3468,166,561293024,33,184,72,97,87.0,70,G,Major,55,12,99,25,99,98,46,Not Found
Crystal Clear,The Wanderers,3,2019,4,15,2145,122,890750799,122,177,149,19,,122,A#,Minor,64,91,26,35,76,47,73,Not Found
Endless Journey,Echo Dreamers,4,2022,4,27,2498,113,912773191,87,79,63,165,,81,B,Minor,98,19,19,57,15,67,75,Not Found
Fading Lights,Aurora,5,2000,12,4,3692,23,697872431,70,142,110,59,24.0,136,C,Minor,82,66,49,19,72,80,23,Not Found
Golden Hour,Night Breeze,3,2015,10,25,6383,77,77596465,44,8,37,191,,164,A#,Major,72,95,24,21,4,11,78,Not Found
Waves of Time,Stellar Waves,4,2005,2,5,482,159,684167747,5,28,3,90,127.0,76,G,Minor,85,67,37,82,70,30,4,Not Found
Heartbeats in Silence,Stellar Waves,4,2019,11,6,692,149,222671636,128,105,47,4,,195,F,Major,17,72,9,30,41,15,11,Not Found
Fading Lights,The Shifters,3,2019,11,26,667,9,468619601,22,124,13,83,90.0,142,F,Minor,25,8,23,10,49,0,94,Not Found
Fading Lights,The Vibes,5,2013,2,18,2649,144,184132421,112,125,20,32,53.0,78,A,Minor,29,3,6,90,99,84,52,Not Found
Through the Shadows,Neon Hearts,5,2007,2,24,4808,140,635202426,36,25,108,8,,185,G,Major,27,52,42,74,15,52,74,Not Found
Lost in the Stars,Silver Lines,4,2021,8,14,4905,157,415733937,141,160,106,64,,124,C#,Minor,44,44,3,11,24,58,2,Not Found
Dreaming Awake,The Vibes,1,2018,11,24,2430,25,43987312,69,190,60,186,,95,F,Minor,30,46,33,60,29,76,53,Not Found
Through the Shadows,The Wildfires,3,2006,2,6,7855,129,401322530,21,41,58,91,123.0,61,G,Minor,46,25,26,92,38,87,77,Not Found
Rise and Shine,The Shifters,3,2011,10,20,3073,168,67037233,108,163,110,129,5.0,178,C#,Major,36,54,34,49,61,60,4,Not Found
Beyond the Horizon,Lunar Drift,4,2023,4,1,6605,18,764290177,85,33,129,179,40.0,132,A,Minor,77,48,44,60,51,65,32,Not Found
Blinding Lights,Echo Dreamers,5,2006,10,20,114,116,655257696,85,11,60,72,,171,A,Major,98,71,24,16,63,40,44,Not Found
Rise and Shine,Neon Hearts,2,2017,4,14,5105,92,909806350,75,127,124,168,26.0,137,E,Minor,32,84,17,99,11,49,3,Not Found
Endless Journey,Dreamweavers,2,2014,11,8,3910,103,63150107,40,29,83,155,76.0,173,F,Major,11,23,5,20,49,51,98,Not Found
Eternal Glow,Blue Moon,5,2016,12,4,7913,169,681456511,77,166,16,123,66.0,64,C#,Minor,21,94,10,62,32,55,82,Not Found
Rise and Shine,Stellar Waves,1,2004,6,2,3308,179,225394240,43,86,123,93,,145,A#,Minor,67,20,28,51,79,62,13,Not Found
Neon Reflections,Aurora,5,2004,11,3,1868,18,375977682,8,28,113,118,,182,A#,Minor,15,15,78,70,54,96,76,Not Found
